uid,task,format,model_id,model_label,valid,judge,geometry,topology,qa_s,qa_p,jsem_native,condition,scorecard,qa_details,generated,gt_mesh,mesh,gt_render,pred_render
0046/00460772,parametric,openscad,gpt6_probe,GPT-6 (xhigh),True,1.0,0.9451,1.0,1.0,1.0,,cases/0046_00460772/parametric/openscad/gpt6_probe/condition.txt,cases/0046_00460772/parametric/openscad/gpt6_probe/scorecard.json,,assets/0883e57059b1e1203fca70ea342e28adab91b4db9634b8e3231d085468e38af7.scad,assets/e92422107cd1b93c27350d33562bbbaaaea086f29192769e7ac8e88a3cf2c835.stl,assets/9f1124bf382f0f25c0d39918d2fa59361a66f4136b880ad275ff704826cbf2ce.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/bb86ca23f5d55d765242f74a9bae45e07f54d8de91b2f387787fc731f6e36cf2.png
0046/00460772,parametric,openscad,gemini38_flash,Gemini 3.8 Flash (high),True,0.9166666666666666,0.9411400000000001,1.0,0.75,1.0,,cases/0046_00460772/parametric/openscad/gemini38_flash/condition.txt,cases/0046_00460772/parametric/openscad/gemini38_flash/scorecard.json,,assets/79f682d6735cbe409580be15362a190646253089120492218820f35c7d4537b1.scad,assets/1b86f97d7da6ca7b90880cb46af3feb40104179f44ea1bdfdc037a293794ebf8.stl,assets/a41befeddb787a2ec35b366cc3ea6b65a56ae431923811583dfa0686876e0e78.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/7ed80bb6526c25700f224bdf7c370619d29cb36bffff28fc320e1a37f3805d50.png
0046/00460772,parametric,openscad,qwen38max,Qwen3.8-Max (xhigh),True,1.0,0.85336,1.0,1.0,1.0,,cases/0046_00460772/parametric/openscad/qwen38max/condition.txt,cases/0046_00460772/parametric/openscad/qwen38max/scorecard.json,,assets/9d90528f981e69e91fdb605822b1ae1048bf6a89f47786c863bb5d5d6f65ea67.scad,assets/94db7ca3780785e712ab6b29b93426c4c6fdd316d0e3ebfe2bc401394bd42dea.stl,assets/b7eae674110c08b4b08d4f4c7238a553e8b2d33da44bab07d543270792e6be33.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/f86dd2d86335d5dfb8310c64b5743042cfc8fa5f6a374c9bc6e6e171ab1df7cd.png
0046/00460772,parametric,openscad,grok46,Grok 4.6 (high),True,0.9166666666666666,0.9161999999999999,1.0,0.75,1.0,,cases/0046_00460772/parametric/openscad/grok46/condition.txt,cases/0046_00460772/parametric/openscad/grok46/scorecard.json,,assets/0213d19101177dc699ef7bb6329f536098abd49aa119e501824a9201319df1c6.scad,assets/1b86f97d7da6ca7b90880cb46af3feb40104179f44ea1bdfdc037a293794ebf8.stl,assets/c351618930b3a74120cb6a9795d911a03dff1f90b275b769f728456b90a6dbf0.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/f82f12d8175163b21b42290f81bd4003d87b07256c9c2d7b05648b55a7343ace.png
0046/00460772,parametric,openscad,kimi_k3,Kimi K3 (max),True,1.0,0.91136,1.0,1.0,1.0,,cases/0046_00460772/parametric/openscad/kimi_k3/condition.txt,cases/0046_00460772/parametric/openscad/kimi_k3/scorecard.json,,assets/0fe43d5a58bf212f2ddb2d5a39b427f23b8a87135a5650404338e85a3bb626cc.scad,assets/94db7ca3780785e712ab6b29b93426c4c6fdd316d0e3ebfe2bc401394bd42dea.stl,assets/412d7a807e50827e8ccb0742a126547012f2ee83c424123f0ecff037897c6ca1.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/9d750e4a534924660fefb8f2bbed967de6aeb5f4c356354e6f0bcf5624a6bb89.png
0046/00460772,parametric,openscad,claude_opus5,Claude Opus 5 (max),True,1.0,0.94314,1.0,1.0,1.0,,cases/0046_00460772/parametric/openscad/claude_opus5/condition.txt,cases/0046_00460772/parametric/openscad/claude_opus5/scorecard.json,,assets/3b177183a0bb29bf5fd49c4d79f651c776fdf9d7b8d930a2840ab7c645e3c01f.scad,assets/1b86f97d7da6ca7b90880cb46af3feb40104179f44ea1bdfdc037a293794ebf8.stl,assets/8d8f52f2c5aa8427f8414d59efaca41e18016d8084d5c4edcdbb64dc58a3af43.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/90a5dbfe799ae081f8086f22dc6415b71aa7f52e52d9ac40353adcd2e00eb8a9.png
0046/00460772,parametric,openscad,glm53_official,GLM-5.3 (high),True,1.0,0.8543800000000001,1.0,1.0,1.0,,cases/0046_00460772/parametric/openscad/glm53_official/condition.txt,cases/0046_00460772/parametric/openscad/glm53_official/scorecard.json,,assets/e13e72fb7ac9c96a934335cf2e33d2d12363a7e5019d1812aa3b590180b6f777.scad,assets/1b86f97d7da6ca7b90880cb46af3feb40104179f44ea1bdfdc037a293794ebf8.stl,assets/acf51b31bb93eead960df0328cbd9213e72494bc382d8e757442ea09e95e798a.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/d04817fce0555f616a7c25e96c5f739dc8b0a4f555d1ab9ec174b2538f47048a.png
0046/00460772,parametric,openscad,deepseek_v41flash,DeepSeek V4.1 Flash (high),True,0.8333333333333334,0.85526,1.0,0.5,1.0,,cases/0046_00460772/parametric/openscad/deepseek_v41flash/condition.txt,cases/0046_00460772/parametric/openscad/deepseek_v41flash/scorecard.json,,assets/e54b376ada250029c7d937861e9a8c67de4936dcb62e431037ebca058950d994.scad,assets/e92422107cd1b93c27350d33562bbbaaaea086f29192769e7ac8e88a3cf2c835.stl,assets/51df59c310676b46d7a3f3bcbe1cf7b672bfe521f2810658ffa123809f48efa8.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/32747b8b1d72ec22584c295d6dda27f512c25ebad79f5190b6c1e97d7a7c783b.png
0046/00460772,parametric,openscad,doubao21,Doubao Seed 2.1 Pro (Thinking),True,0.9166666666666666,0.91892,1.0,0.75,1.0,,cases/0046_00460772/parametric/openscad/doubao21/condition.txt,cases/0046_00460772/parametric/openscad/doubao21/scorecard.json,,assets/e8a678eebcc8ac9e712b5571959d2ccbd55660366859683211b227f55898b84f.scad,assets/94db7ca3780785e712ab6b29b93426c4c6fdd316d0e3ebfe2bc401394bd42dea.stl,assets/2a4de0afbc59e74788d072ca51c972e4800044a7255ac70d2fd198305bc90324.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/259cc41c1377f9ff1daea1834bc24158f91ffd5fc1c9003a7ac47851c2e779c7.png
0046/00460772,parametric,openscad,glm53flash,GLM-5.3-Flash (high),True,0.9166666666666666,0.80876,1.0,0.75,1.0,,cases/0046_00460772/parametric/openscad/glm53flash/condition.txt,cases/0046_00460772/parametric/openscad/glm53flash/scorecard.json,,assets/ccc2db8a6287d3c43dbd103be5bbba6b889d1cef46122d31e98d430a30923af1.scad,assets/d7c39b6fc839a64f9b85bfa9aa87da56ac552f75fb9b2a5e59efd9f32ae5242c.stl,assets/a339e4f281422fc147f47e26d7c0cdaaf0293b09127ddf6438503b9fa66c4397.stl,assets/be7ebd26fd33a3209f63e78555de198e17743bd2805db58fd4c699af20407085.png,assets/22881b15e0d40ac98b1d1de0e01a28e646c185ba992f1e121b2128fadd327e01.png
0093/00934405,parametric,openscad,gpt6_probe,GPT-6 (xhigh),True,1.0,0.70278,1.0,1.0,1.0,,cases/0093_00934405/parametric/openscad/gpt6_probe/condition.txt,cases/0093_00934405/parametric/openscad/gpt6_probe/scorecard.json,,assets/d5083044bb5bbc8134382a34396dc70b2fed32b6dd6bc1a2a3669c329cc02c37.scad,assets/be88ee71f06db3ca0ebc088398e85727981cc1dd20586f25a374a8d870a0ed25.stl,assets/75f5fca047a3b8dc52610f224e93a90b097a580e7684c57eed92ad8c7b769587.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/88edac2dbd8aa00e14223bbc7e7f6928635f29f32f2c253d594ab45837255851.png
0093/00934405,parametric,openscad,gemini38_flash,Gemini 3.8 Flash (high),True,0.8333333333333334,0.6069,1.0,0.75,0.875,,cases/0093_00934405/parametric/openscad/gemini38_flash/condition.txt,cases/0093_00934405/parametric/openscad/gemini38_flash/scorecard.json,,assets/6580ae94735cefa9e2542b47c2a3e69ae38264e8e1c0e61dd20aada6ddb36bfe.scad,assets/be88ee71f06db3ca0ebc088398e85727981cc1dd20586f25a374a8d870a0ed25.stl,assets/88a8272b77af838ec2e85a0abc2eda8d7ef8078a80c543434aab4652c2d19fac.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/906b5ef6a570590a4fc16f8cc83f2d9012c2a5afc11337d1a770c8913e17137c.png
0093/00934405,parametric,openscad,qwen38max,Qwen3.8-Max (xhigh),True,0.8333333333333334,0.36196,1.0,1.0,0.75,,cases/0093_00934405/parametric/openscad/qwen38max/condition.txt,cases/0093_00934405/parametric/openscad/qwen38max/scorecard.json,,assets/d2959b50c002836eaf0c2795492ad0dfb67051732f03a16915dd3e5c7c66b5f8.scad,assets/5f96193c18da157a6f852ff32f0c8f4f1318293268baf91c428d4c9aefe69d58.stl,assets/f6f88835824b6c0638b6d52d1646120cb41accf1ed46c37ba9d686086c98d0f1.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/829b29cbb44a24521d6fc3023aa88af8ac3069bd14f644b9a758cc4e9b96011a.png
0093/00934405,parametric,openscad,grok46,Grok 4.6 (high),True,0.9166666666666666,0.64054,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/grok46/condition.txt,cases/0093_00934405/parametric/openscad/grok46/scorecard.json,,assets/3162205d641756b15346aea7d88e0b8f3a316dd33220b8b6b2c46cc6949871d3.scad,assets/be88ee71f06db3ca0ebc088398e85727981cc1dd20586f25a374a8d870a0ed25.stl,assets/76e08f7ceaa0aa5ca13ad37d1a0bd9fc745da02b0815676e5f2b0a77d5e97285.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/c9c0fab306e7524649f4fc41cab3b99cfcef77dc0c0c85cf6910cfd0d4f0c39c.png
0093/00934405,parametric,openscad,kimi_k3,Kimi K3 (max),True,0.9166666666666666,0.48274,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/kimi_k3/condition.txt,cases/0093_00934405/parametric/openscad/kimi_k3/scorecard.json,,assets/d08dc5d0fcdeedc30247afab16081ce234a3588ba4593f4fcb6391e9835e3aed.scad,assets/5f96193c18da157a6f852ff32f0c8f4f1318293268baf91c428d4c9aefe69d58.stl,assets/0a0e8bb6d06f599e5ab920525d5b6a4ed00f0d2abda710fcf505a545943fae5e.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/9398cb4677fa77e91853ca390631ef1255095d9c71da03ecab14bd028f6e2578.png
0093/00934405,parametric,openscad,claude_opus5,Claude Opus 5 (max),True,0.9166666666666666,0.6616799999999999,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/claude_opus5/condition.txt,cases/0093_00934405/parametric/openscad/claude_opus5/scorecard.json,,assets/f7953dc87c230516507c6b35e155ce3f0fc5f70c4269fe0518971eb604013302.scad,assets/be88ee71f06db3ca0ebc088398e85727981cc1dd20586f25a374a8d870a0ed25.stl,assets/8bc46853a14974e40584b01b3e4ab17f0af1d7fbb1d4dd7da1b4371a2afc2ad5.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/d352301e0c64d062bb41b20ffc250b4cfb89f3d677c42bbad0093df8799cd74f.png
0093/00934405,parametric,openscad,glm53_official,GLM-5.3 (high),True,0.9166666666666666,0.41655999999999993,1.0,1.0,0.875,,cases/0093_00934405/parametric/openscad/glm53_official/condition.txt,cases/0093_00934405/parametric/openscad/glm53_official/scorecard.json,,assets/f7c6e21bb1761039a7a7367c240ca905f3af9a7cc6f5b0c078f22a0696ca8a23.scad,assets/5f96193c18da157a6f852ff32f0c8f4f1318293268baf91c428d4c9aefe69d58.stl,assets/65362d7ee1d209c56275247cfd65047e8beef0503b8644051d1f6848a82af9d0.stl,assets/dc72d24eadd3744b16f2ee2f7d8ef50bad07da2003f0bdfbae2f804963177f91.png,assets/687d4ff8d89360e13e92a91ba9f7634bd00b0d841b233c712543bbf77ee061bc.png
